SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,ECO_LAT,ECO_LONG,r50_EcoReach_km,r50_Area_km2,r50_DevelopedHigh2011,r50_DevelopedMed2011,r50_DevelopedLow2011,r50_DevelopedOpen2011,r50_BarrenLand2011,r50_DeciduousForest2011,r50_EvergreenForest2011,r50_MixedForest2011,r50_GrasslandHerb2011,r50_ShrubScrub2011,r50_CultivatedCrops2011,r50_PastureHay2011,r50_WoodyWetlands2011,r50_EmerHerbWetlands2011,r50_OpenWater2011,r50_SumAreaNLCD2011,r50_UrbanLMH2011,r50_CanopyCover2011,r50_Imperviousness2011,r50_Dev_CommServices2012,r50_Dev_IndusMilitary2012,r50_Dev_MajorTransp2012,r50_Dev_Other2012,r50_Dev_Recreation2012,r50_Dev_ResidHigh2012,r50_Dev_ResidLowMed2012,r50_SemiDev_AnthroOth2012,r50_SemiDev_UrbHigh2012,r50_SemiDev_UrbLowMed2012,r50_Prod_Crops2012,r50_Prod_GrazingPot2012,r50_Prod_Mining2012,r50_Prod_PastureHay2012,r50_LowUse2012,r50_VeryLowUse_Conserv2012,r50_Water2012,r50_Wetlands2012,r50_SumAreaNWALT2012,r50_Total_Urban,r50_Total_Ag,r50_HousDensityBLK2010,r50_PopDensityBLK2010,r50_RoadDensity2013,r50_RoadDensity2014,r50_RoadDensity2015,r50_RoadDensity2016,r50_RoadDensity2017
05457200,T05457200,MN_Cedar,MSQA,"CEDAR RIVER AT 100TH ST. NEAR LYLE, MN",43.515383,-93.003506,3.150,0.180,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,1.12,0.00,21.85,0.00,45.10,14.85,16.25,321300,,42.88,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,24.65,0.00,,0.00,54.62,0.00,18.21,2.52,321300,0.00,24.65,2.062,4.137,,,,,
05457520,T05457520,IA_Cedar,MSQA,"Cedar River at Lancer Avenue at Osage, IA",43.212799,-92.804712,3.350,0.240,0.00,0.00,0.00,0.00,0.00,27.84,0.00,0.00,3.61,0.00,5.15,0.00,6.70,5.41,51.29,349200,,39.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,5.93,1.55,,0.00,39.95,0.00,52.58,0.00,349200,0.00,7.47,3.891,10.191,,,,,
05458800,T05458800,IA_Maynes,MSQA,"Maynes Creek near Hampton, IA",42.666294,-93.227818,2.270,0.280,0.00,0.00,0.00,1.96,0.00,87.84,0.00,0.00,1.57,0.00,0.00,3.53,4.71,0.39,0.00,229500,,67.86,0.10,0.00,0.00,0.00,0.00,0.78,0.00,0.00,,0.00,0.00,0.00,0.00,,5.10,94.12,0.00,0.00,0.00,229500,0.78,5.10,1.521,4.631,0.973,,,,
05464220,T05464220,IA_Wolf,MSQA,"Wolf Creek near Dysart, IA",42.247526,-92.320949,2.890,0.270,0.00,0.00,0.93,0.62,0.00,2.16,0.00,0.00,1.85,0.00,36.11,0.00,23.77,34.57,0.00,291600,,23.50,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,40.43,4.94,,0.00,44.14,0.00,0.00,10.49,291600,0.00,45.37,0.792,2.057,0.407,,,,
05471090,T05471090,IA_Indian,MSQA,"Unnamed Trib to East Br Indian Cr near Zearing, IA",42.103945,-93.354407,1.300,0.320,0.00,0.00,0.00,15.18,0.00,5.36,0.00,0.00,0.00,0.00,22.32,57.14,0.00,0.00,0.00,100800,,9.77,0.44,0.00,0.00,0.00,3.57,0.00,0.00,0.00,,0.00,0.00,29.46,0.00,,63.39,3.57,0.00,0.00,0.00,100800,3.57,92.86,1.796,4.058,1.693,,,,
05481820,T05481820,IA_BeaverB,MSQA,"Beaver Creek at Bouton, IA",41.851552,-94.023968,2.720,0.340,0.00,0.97,2.60,7.47,0.00,0.00,0.00,0.00,2.27,0.00,20.78,0.00,63.64,2.27,0.00,277200,,39.06,1.90,0.00,0.00,2.60,0.00,0.00,0.00,0.00,,0.00,0.00,27.27,0.00,,3.90,32.14,0.00,0.00,34.09,277200,2.60,31.17,1.436,1.871,1.826,,,,
05482300,T05482300,IA_NRaccoon,MSQA,"North Raccoon River near Sac City, IA",42.358033,-94.991631,3.260,0.230,0.00,0.00,0.00,0.00,0.00,24.72,0.00,0.00,6.94,0.00,13.61,5.28,20.56,16.94,11.94,324000,,40.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,9.17,1.67,,5.83,71.67,0.00,11.67,0.00,324000,0.00,16.67,1.916,3.832,,,,,
05483341,T05483341,IA_BeaverG,MSQA,"Beaver Creek at Glendon, IA",41.58618,-94.395745,1.860,0.290,0.00,0.00,0.98,0.98,0.00,40.20,0.00,0.00,5.88,0.00,14.71,37.25,0.00,0.00,0.00,183600,,25.06,0.26,0.00,0.00,0.00,0.49,0.00,0.00,0.00,,0.00,0.00,27.94,0.00,,31.86,39.71,0.00,0.00,0.00,183600,0.49,59.80,0.546,1.074,0.680,,,,
05483450,T05483450,IA_Raccoon,MSQA,"Middle Raccoon River near Bayard, IA",41.777078,-94.494257,3.000,0.100,0.00,0.00,0.00,0.00,0.00,24.78,0.00,0.59,1.47,0.00,0.00,2.36,53.98,9.44,7.37,305100,,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,4.42,,1.77,57.82,0.00,4.13,31.86,305100,0.00,6.19,0.618,0.930,0.001,,,,
05487550,T05487550,IA_Walnut,MSQA,"Walnut Creek near Vandalia, IA",41.537609,-93.258824,1.720,0.280,0.00,0.00,0.00,0.00,0.00,23.12,0.00,0.00,1.73,0.00,19.08,37.57,18.50,0.00,0.00,155700,,34.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,22.54,0.00,,39.31,22.54,0.00,0.00,15.61,155700,0.00,61.85,0.596,1.788,,,,,
05517000,T05517000,IN_Yellow,MSQA,"YELLOW RIVER AT KNOX, IN",41.30636,-86.638645,3.050,0.330,0.00,2.05,12.57,17.54,0.00,4.39,0.00,1.17,0.00,0.00,9.65,0.00,41.52,11.11,0.00,307800,,47.02,7.17,1.17,0.58,1.75,2.34,2.34,0.00,10.82,,0.00,8.19,17.54,0.00,,4.09,32.75,0.00,0.00,18.42,307800,19.01,21.64,19.565,39.926,4.831,,,,
05531500,T05531500,IL_Salt,MSQA,"SALT CREEK AT WESTERN SPRINGS, IL",41.828065,-87.907573,2.460,0.180,1.47,6.59,23.81,18.68,0.00,3.30,7.69,0.00,0.00,0.00,0.00,0.00,34.80,0.00,3.66,245700,,46.23,14.98,9.89,0.00,16.48,0.73,12.45,7.69,0.73,,26.01,0.00,0.00,0.00,,0.00,0.00,0.00,4.40,21.61,245700,73.99,0.00,194.477,276.996,10.361,,,,
05544989,T05544989,WI_HoneyDD,MSQA,"HONEY CREEK AT CT HIGHWAY DD NEAR BURLINGTON, WI",42.721747,-88.3112,1.800,0.300,0.00,0.00,0.00,0.00,0.00,43.22,0.00,0.00,0.00,0.50,19.10,7.04,25.13,0.00,5.03,179100,,44.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,23.12,1.51,,2.51,57.29,0.00,3.52,12.06,179100,0.00,27.14,14.075,39.775,0.728,,,,
05550500,T05550500,IL_Poplar,MSQA,"POPLAR CREEK AT ELGIN, IL",42.026212,-88.255192,1.970,0.160,1.38,12.90,42.40,24.42,0.00,2.30,0.00,11.06,1.38,0.00,0.00,0.00,4.15,0.00,0.00,195300,,39.84,25.24,42.40,0.00,0.00,0.00,4.61,31.80,0.00,,19.82,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.38,195300,98.62,0.00,327.181,885.913,3.852,,,,
05554300,T05554300,IL_Indian,MSQA,"INDIAN CREEK NEAR FAIRBURY, IL",40.72152,-88.53148,2.240,0.300,0.00,0.00,0.79,0.40,0.00,60.32,0.00,0.00,0.00,0.00,35.32,0.00,3.17,0.00,0.00,226800,,37.77,0.23,0.00,0.00,0.00,1.59,0.00,0.00,0.00,,0.00,0.00,36.90,1.59,,0.00,59.92,0.00,0.00,0.00,226800,1.59,38.49,1.824,6.630,0.441,,,,
05572000,T05572000,IL_Sangamon,MSQA,"SANGAMON RIVER AT MONTICELLO, IL",40.03139,-88.58511,3.150,0.250,0.28,3.10,5.92,17.75,0.00,44.23,0.00,0.00,1.41,0.00,2.54,0.00,24.79,0.00,0.00,319500,,57.60,5.33,0.00,0.00,3.38,12.68,0.00,0.00,2.82,,0.00,0.28,3.66,0.00,,0.00,24.51,30.14,0.56,21.97,319500,18.87,3.66,35.556,89.470,2.732,,,,
05575550,T05575550,IL_Clear,MSQA,"CLEAR CREEK NEAR JEISYVILLE, IL",39.549214,-89.432252,1.590,0.160,0.00,0.00,0.57,1.72,0.00,37.93,0.00,0.00,0.00,0.00,59.77,0.00,0.00,0.00,0.00,156600,,26.79,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,65.52,0.00,,0.00,34.48,0.00,0.00,0.00,156600,0.00,65.52,0.525,1.110,1.421,,,,
05592195,T05592195,IL_Becks,MSQA,"BECK CREEK AT HERRICK, IL",39.214798,-89.021562,2.410,0.180,0.00,0.00,0.00,1.82,0.00,60.73,0.00,0.00,0.00,0.00,14.55,1.09,21.82,0.00,0.00,247500,,52.80,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,23.27,2.91,,0.00,64.36,0.00,0.00,9.45,247500,0.00,26.18,2.335,6.167,1.293,,,,
05599100,T05599100,IL_Galum,MSQA,"GALUM CREEK NEAR PYATTS, IL",37.948973,-89.424821,2.630,0.200,0.00,0.00,0.00,3.04,0.00,56.76,0.00,0.00,0.00,0.00,18.58,0.00,18.24,3.38,0.00,266400,,56.71,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,17.57,0.00,,0.00,59.12,0.00,0.00,23.31,266400,0.00,17.57,0.497,1.002,0.414,,,,
06610765,T06610765,NE_Papillion,MSQA,"Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.",41.244976,-96.020417,2.110,0.230,16.39,26.47,37.82,19.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214200,,4.70,46.13,77.73,0.00,0.00,1.68,0.00,20.59,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,214200,100.00,0.00,536.953,828.232,3.581,,,,
06610785,T06610785,NE_WPapillion,MSQA,"West Papillion Creek at Millard, Nebr.",41.208307,-96.128484,2.180,0.320,4.90,19.18,61.22,14.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220500,,12.04,37.96,52.65,16.33,2.86,0.00,9.80,2.45,15.92,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,220500,100.00,0.00,155.040,256.130,4.217,,,,
06800000,T06800000,NE_Maple,MSQA,"Maple Creek near Nickerson, Nebr.",41.561746,-96.542335,2.980,0.240,0.00,0.00,0.62,0.62,0.00,4.35,0.00,0.00,4.04,0.00,43.17,0.00,15.84,3.11,28.26,289800,,21.14,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,44.10,5.59,,0.00,21.12,0.00,27.33,1.86,289800,0.00,49.69,0.468,1.224,0.390,,,,
06804000,T06804000,NE_Wahoo,MSQA,"Wahoo Creek at Ithaca, Nebr.",41.151269,-96.547231,2.840,0.260,0.00,0.00,0.00,0.00,0.00,15.19,0.00,0.00,6.01,0.00,54.43,0.00,24.37,0.00,0.00,284400,,26.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.22,54.75,3.80,,0.00,39.24,0.00,0.00,0.00,284400,0.00,58.54,6.907,11.878,,,,,
06808495,T06808495,IA_Nishnabotna,MSQA,"Unnamed Trib to W Nishnabotna Riv nr Randolph, IA",40.873438,-95.596725,1.070,0.210,0.00,0.00,13.56,15.25,0.00,5.93,0.00,0.00,0.00,0.00,59.32,5.93,0.00,0.00,0.00,106200,,10.96,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,77.12,0.00,,5.93,16.95,0.00,0.00,0.00,106200,0.00,83.05,4.581,16.676,6.425,,,,
06893350,T06893350,KS_Tomahawk,MSQA,"TOMAHAWK C NR OVERLAND PARK, KS",38.91235,-94.63322,1.750,0.220,0.00,3.66,8.38,46.07,0.00,40.84,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,0.00,171900,,54.52,8.46,0.52,0.00,0.00,0.00,37.70,0.00,12.57,,26.70,16.23,0.00,0.00,,0.00,6.28,0.00,0.00,0.00,171900,77.49,0.00,350.103,654.330,1.100,,,,
06893620,T06893620,MO_Rock,MSQA,"Rock Creek at Kentucky Road in Independence, MO",39.110824,-94.47245,1.390,0.280,1.32,10.60,19.21,49.01,0.00,19.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135900,,33.93,18.77,0.00,0.00,13.25,0.00,17.22,48.34,1.32,,19.87,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,135900,100.00,0.00,227.312,482.021,6.473,,,,
06897937,T06897937,IA_Long,MSQA,"Long Creek at 137th Street near Van Wert, IA",40.834467,-93.858361,2.380,0.290,0.00,0.00,0.74,7.78,0.00,35.19,0.00,0.00,6.67,0.00,20.37,0.37,28.52,0.37,0.00,243000,,33.79,0.60,0.00,0.00,0.00,1.48,0.00,0.00,0.00,,0.00,0.00,22.96,5.19,,1.11,52.96,0.00,0.00,16.30,243000,1.48,29.26,1.034,1.343,1.746,,,,
372629086330400,T372629086330400,KY_Caney,MSQA,"CANEY CREEK NEAR CANEYVILLE, KY",37.442532,-86.564393,2.270,0.230,0.00,0.00,0.00,2.39,0.00,57.77,0.00,0.00,0.00,0.80,9.56,29.48,0.00,0.00,0.00,225900,,38.76,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,4.38,4.78,,24.70,66.14,0.00,0.00,0.00,225900,0.00,33.86,2.585,5.269,1.182,,,,
373514086371200,T373514086371200,KY_Pond,MSQA,"POND RUN AT HIGHWAY 110 NEAR FALLS OF ROUGH, KY",37.58551,-86.61931,1.070,0.110,0.00,0.00,0.00,0.00,0.00,97.66,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,0.00,115200,,91.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,100.00,0.00,0.00,0.00,115200,0.00,0.00,3.118,5.503,,,,,
383158092192001,T383158092192001,MO_Moreau,MSQA,"North Moreau Creek nr Jefferson City, MO",38.535661,-92.318776,2.940,0.300,0.00,0.00,3.01,5.42,0.00,44.28,0.30,1.20,0.00,0.00,2.11,16.87,26.20,0.60,0.00,298800,,45.02,1.41,0.00,0.00,0.00,1.81,0.00,0.00,0.00,,0.00,0.00,3.61,0.00,,29.52,50.60,0.00,0.00,14.46,298800,1.81,33.13,3.625,10.035,2.294,,,,
384224087353601,T384224087353601,IL_Allison,MSQA,"ALLISON DITCH NEAR VINCENNES, IN",38.712765,-87.593754,1.580,0.160,0.00,1.65,5.49,3.30,0.00,6.04,0.00,0.00,0.00,0.00,82.42,0.00,0.00,1.10,0.00,163800,,4.52,3.36,0.00,0.00,7.14,0.00,0.00,0.00,0.00,,0.00,0.00,83.52,0.00,,0.00,8.24,0.00,0.00,1.10,163800,7.14,83.52,1.468,2.941,2.555,,,,
384240087103901,T384240087103901,IN_Prairie,MSQA,"PRAIRIE CR AT CO RD N100W NR CAPEHART, IN",38.7098,-87.1803,2.500,0.250,0.00,0.00,1.43,3.94,0.00,44.09,0.00,0.00,0.00,0.00,50.54,0.00,0.00,0.00,0.00,251100,,17.59,0.75,0.00,0.00,3.58,0.00,0.00,0.00,0.00,,0.00,0.00,55.20,0.00,,0.00,41.22,0.00,0.00,0.00,251100,3.58,55.20,4.357,11.656,1.131,,,,
385638091364601,T385638091364601,MO_Loutre,MSQA,"Loutre River near Montgomery City, MO",38.962841,-91.623006,2.480,0.250,0.00,0.00,1.08,0.36,0.00,41.88,0.00,0.00,8.66,0.00,34.30,5.78,7.94,0.00,0.00,249300,,28.66,0.42,0.00,0.00,0.00,0.72,0.00,0.00,0.00,,0.00,0.00,40.43,1.81,,5.42,50.18,0.00,0.00,1.44,249300,0.72,47.65,1.134,1.696,1.454,,,,
385730088324401,T385730088324401,IL_Wabash,MSQA,"LITTLE WABASH RIVER NEAR MASON, IL",38.927556,-88.553816,3.090,0.310,0.00,0.00,0.28,2.56,0.00,74.93,0.00,0.00,0.00,0.00,20.80,0.00,1.42,0.00,0.00,315900,,48.11,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,23.93,2.85,,0.00,72.65,0.00,0.00,0.57,315900,0.00,26.78,0.460,0.717,2.173,,,,
390033085300301,T390033085300301,IN_Otter1,MSQA,"OTTER CR AT N CORD 560E NR BUTLERVILLE, IN",39.009966,-85.499849,2.200,0.220,0.00,0.00,0.00,0.00,0.00,94.29,0.00,0.00,0.00,0.00,5.71,0.00,0.00,0.00,0.00,220500,,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,4.49,0.00,,0.00,95.51,0.00,0.00,0.00,220500,0.00,4.49,4.294,9.118,2.585,,,,
390200092341701,T390200092341701,MO_Moniteau,MSQA,"Moniteau Creek near Rocheport, MO",39.03388,-92.572079,2.510,0.250,0.00,0.00,0.00,2.85,0.00,48.75,0.00,0.00,3.20,0.00,33.45,3.56,8.19,0.00,0.00,252900,,34.16,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,23.13,1.42,,6.76,68.68,0.00,0.00,0.00,252900,0.00,31.32,1.082,2.068,0.919,,,,
390227092234101,T390227092234101,MO_Perche,MSQA,"Perche Creek near Columbia, MO",39.041688,-92.395947,2.660,0.270,0.00,0.00,0.00,1.68,0.00,38.38,0.00,0.00,2.69,0.00,1.35,13.80,42.09,0.00,0.00,267300,,42.08,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2.02,0.34,,12.79,61.95,0.00,0.00,22.90,267300,0.00,15.15,6.149,14.182,,,,,
391110087194401,T391110087194401,IN_Busseron,MSQA,W FK BUSSERON CR AT ST RT 48 NR WILFRED IN,39.1867,-87.3291,1.570,0.160,0.00,0.00,0.00,0.00,0.00,78.82,0.59,0.00,0.00,0.00,20.59,0.00,0.00,0.00,0.00,153000,,55.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,31.18,0.00,,0.00,68.82,0.00,0.00,0.00,153000,0.00,31.18,10.228,25.986,,,,,
391114085205801,T391114085205801,IN_Otter2,MSQA,"OTTER CREEK AT W COUNTY RD 750N NR NAPOLEON, IN",39.18668,-85.34961,0.540,0.060,0.00,0.00,0.00,5.08,0.00,57.63,0.00,0.00,0.00,0.00,37.29,0.00,0.00,0.00,0.00,53100,,35.86,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,47.46,0.00,,0.00,52.54,0.00,0.00,0.00,53100,0.00,47.46,4.812,10.479,,,,,
391136090341101,T391136090341101,IL_Cole,MSQA,"COLE CREEK NEAR HARDIN, IL",39.193557,-90.569602,1.470,0.150,0.00,0.00,0.00,3.09,0.00,5.56,0.00,0.00,0.00,0.00,69.14,0.00,22.22,0.00,0.00,145800,,6.48,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,62.96,0.00,,0.00,37.04,0.00,0.00,0.00,145800,0.00,62.96,0.219,0.219,1.893,,,,
391308091550901,T391308091550901,MO_Skull,MSQA,"Skull Lick Creek nr Mexico, MO",39.22012,-91.920574,1.880,0.190,0.00,0.00,0.48,5.31,0.00,64.73,0.00,0.00,3.38,0.00,0.00,22.22,3.86,0.00,0.00,186300,,33.61,0.53,0.00,0.00,0.00,1.93,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,31.88,66.18,0.00,0.00,0.00,186300,1.93,31.88,3.273,7.946,2.875,,,,
391443091534001,T391443091534001,MO_Fish,MSQA,"Fish Branch near Mexico, MO",39.245644,-91.894846,1.650,0.160,0.00,0.00,0.00,0.55,0.00,55.74,0.00,0.00,0.00,0.00,3.83,25.14,14.75,0.00,0.00,164700,,52.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,6.01,0.55,,27.32,55.74,0.00,0.00,10.38,164700,0.00,33.88,1.870,2.650,,,,,
391504093003301,T391504093003301,MO_Bear,MSQA,"Bear Creek nr Gilliam, MO",39.250994,-93.00933,1.320,0.140,0.00,0.00,0.00,0.00,0.00,83.78,0.00,0.00,0.68,0.00,15.54,0.00,0.00,0.00,0.00,133200,,74.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,12.16,0.00,,0.00,87.84,0.00,0.00,0.00,133200,0.00,12.16,0.146,0.292,,,,,
391601087414801,T391601087414801,IL_Mill,MSQA,"MILL CREEK NEAR CHOCTAW, IL",39.266028,-87.698734,2.430,0.240,0.00,0.00,0.00,0.00,0.00,62.35,0.00,0.00,0.00,0.00,34.90,0.00,2.75,0.00,0.00,229500,,44.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,37.65,0.00,,0.00,61.18,0.00,0.00,1.18,229500,0.00,37.65,2.633,5.846,,,,,
391815009203901,T391815009203901,MO_Goodwater,MSQA,"Goodwater Creek nr Centralia, MO",39.304126,-92.052885,1.860,0.180,0.00,0.00,0.00,0.00,0.00,26.24,0.00,0.00,0.00,0.00,5.45,9.90,58.42,0.00,0.00,181800,,64.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,8.91,0.50,,10.40,47.03,0.00,0.00,33.17,181800,0.00,19.80,0.740,1.480,0.333,,,,
392158086035901,T392158086035901,IN_Nineveh,MSQA,"NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN",39.366387,-86.067039,1.220,0.120,0.00,0.00,0.00,0.00,0.00,93.53,0.00,0.00,0.00,0.00,0.00,6.47,0.00,0.00,0.00,125100,,54.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,4.32,95.68,0.00,0.00,0.00,125100,0.00,4.32,1.176,1.921,,,,,
393358096130000,T393358096130000,KS_French,MSQA,"FRENCH C AT PARALLEL RD, ONAGA, KS",39.5665,-96.2178,1.860,0.180,0.00,0.00,0.00,0.00,0.00,45.59,0.00,0.00,5.88,0.00,42.65,0.00,5.88,0.00,0.00,183600,,36.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,35.78,2.45,,0.00,61.76,0.00,0.00,0.00,183600,0.00,38.24,0.216,0.427,,,,,
394151094531501,T394151094531501,MO_Contrary,MSQA,"Contrary Creek nr St. Joseph, MO",39.697347,-94.881533,1.830,0.180,0.00,0.00,5.64,17.44,0.00,48.21,0.00,0.00,0.00,0.00,25.64,1.03,2.05,0.00,0.00,175500,,44.34,3.12,6.15,0.00,0.00,2.05,0.00,0.00,13.85,,6.67,37.44,29.23,0.00,,3.59,0.00,0.00,0.00,1.03,175500,28.72,32.82,6.281,10.658,3.407,,,,
394253085111101,T394253085111101,IN_Lick,MSQA,"LICK CR AT N CORD 250W NEAR HARRISBURG, IN",39.714388,-85.18575,0.940,0.090,0.00,0.00,0.00,12.38,0.00,51.43,0.00,0.00,0.00,0.00,35.24,0.95,0.00,0.00,0.00,94500,,48.37,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,36.19,2.86,,0.95,60.00,0.00,0.00,0.00,94500,0.00,40.00,1.433,4.877,1.996,,,,
394254094092301,T394254094092301,MO_Brushy,MSQA,"Brushy Creek near Cameron, MO",39.711938,-94.156141,1.970,0.190,0.00,0.00,2.83,1.42,0.00,17.45,0.00,0.00,1.89,0.00,46.23,0.00,30.19,0.00,0.00,190800,,34.58,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,50.47,0.00,,0.00,28.77,0.00,0.00,20.75,190800,0.00,50.47,4.221,12.189,2.923,,,,
394306095484300,T394306095484300,KS_Muddy,MSQA,"MUDDY C AT 145TH ST NR WETMORE, KS",39.734981,-95.82487,1.810,0.180,0.00,0.00,4.06,3.05,0.00,19.29,0.00,0.00,0.00,0.00,32.49,41.12,0.00,0.00,0.00,177300,,24.60,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,31.98,2.03,,41.62,24.37,0.00,0.00,0.00,177300,0.00,75.63,2.367,2.036,1.684,,,,
394340085524601,T394340085524601,IN_Sugar,MSQA,"SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN",39.728312,-85.879261,2.380,0.240,0.00,1.48,2.22,7.04,0.00,52.22,0.00,0.00,0.00,0.00,26.67,0.37,9.26,0.00,0.74,243000,,56.43,2.03,0.00,0.00,0.00,0.74,0.00,0.00,6.30,,0.00,55.93,27.41,0.00,,0.00,6.67,0.00,0.00,2.96,243000,7.04,27.41,41.550,94.817,2.241,,,,
395942083151401,T395942083151401,OH_Darby,MSQA,"Big Darby Creek at Prairie Oaks nr Lake Darby, OH",40.012637,-83.252899,2.770,0.280,0.00,0.00,2.22,0.32,0.00,32.59,0.00,0.00,4.75,0.00,12.03,0.32,8.86,2.53,36.39,284400,,58.56,0.73,0.00,0.00,0.00,3.48,0.00,0.00,0.00,,0.00,0.00,17.41,0.00,,1.27,44.94,0.00,31.96,0.95,284400,3.48,18.67,16.245,45.757,3.488,,,,
400227095151501,T400227095151501,MO_Squaw,MSQA,Squaw Creek Ditch near Squaw Creek Wildlife Area,40.027817,-95.263947,2.460,0.220,0.00,0.00,4.12,26.75,0.00,0.41,0.00,0.00,12.35,0.00,7.00,0.00,14.81,22.63,11.93,218700,,13.18,3.00,0.00,0.00,2.88,4.12,0.00,0.00,0.00,,0.00,0.00,23.46,10.70,,4.53,44.86,0.00,8.64,0.82,218700,7.00,38.68,0.283,0.000,7.489,,,,
400240092081201,T400240092081201,MO_Fabius,MSQA,"Little Fabius River nr Fabius, MO",40.051425,-92.154862,1.950,0.180,0.00,0.00,0.00,0.00,0.00,5.37,0.00,0.00,0.00,0.00,19.51,11.22,63.90,0.00,0.00,184500,,49.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,13.17,0.00,,11.22,18.54,0.00,0.00,57.07,184500,0.00,24.39,0.129,0.393,,,,,
400502091403401,T400502091403401,MO_NFabius,MSQA,"North Fabius River nr Monticello, MO",40.062,-91.6605,3.070,0.310,0.00,0.00,0.58,2.90,0.00,2.32,0.00,0.00,0.00,0.00,37.97,3.77,52.46,0.00,0.00,310500,,22.08,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,41.74,0.00,,5.51,24.64,0.00,0.00,28.12,310500,0.00,47.25,0.846,1.411,3.526,,,,
400856089562001,T400856089562001,IL_Herget,MSQA,"HERGET DRAINAGE DITCH NEAR KILBOURNE, IL",40.15209,-89.918519,1.600,0.160,0.00,0.00,1.65,0.55,0.00,2.75,0.00,0.00,0.00,0.00,78.57,0.00,16.48,0.00,0.00,163800,,12.46,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,79.67,0.00,,0.00,10.44,0.00,0.00,9.89,163800,0.00,79.67,0.000,0.000,1.234,,,,
