SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
365718121444301,T365718121444301,CA_NoNamePaul,CSQA,UNNAMED TRIB A PAULSEN RD NR FREEDOM CA,23.758,0.88,2.88,5.48,20.17,0.26,0.00,4.06,19.74,24.88,11.29,9.89,0.00,0.32,0.07,0.09,23734343.20,26.82,5.54,5.77,5.89,2.13,0.44,0.59,5.89,1.54,1.26,9.67,0.00,14.12,26.45,10.15,0.00,0.00,0.68,26.98,0.00,0.09,0.00,23788800,3.16,35.64,21.52,62.09,10.15,10.84,72.93,27.07,Mixed,Mixed,Mixed,0.388,1959,0.00,0.21,5.72,4.04,0.00,0.00,0.00,0.00,90.04,23790000,,,,,,,33.584,1.804,2.503,88.150,9.130,21.600,144.500,55.21,42.41,0.00,0.00,0.014,1.701,21.017,340278.756,1715.664,10126.120,,,,34475.479,42.277,2376.414,,16922.820,1552.914,51.883,26.842,26.994,94.245,92.251,88.940,,3.675,5.410,0.119,1.450,0.259,0.891,2.259,40.99,35.89,23.13,801.358,0.978,51.722,0.453,126.956,0.170,,,,
365736121250801,T365736121250801,CA_Pacheco,CSQA,PACHECO C A SAN FELIPE RD NR DUNNEVILLE CA,22.788,0.14,0.83,1.61,6.79,0.13,0.00,0.16,9.35,44.16,1.79,34.06,0.87,0.09,0.00,0.03,22763298.71,7.32,1.55,1.59,1.61,0.38,0.00,2.24,1.91,0.00,0.00,0.00,0.00,0.00,0.00,36.97,0.65,0.00,0.98,56.86,0.00,0.02,0.00,22798800,2.62,4.53,4.53,4.53,36.97,38.59,43.12,56.88,Ag_high,Ag_high,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,22790000,,,,,,,27.475,1.000,10.478,5451.021,10.923,21.600,144.500,38.42,33.80,0.00,0.00,0.014,0.907,13.160,180193.263,713.157,72788.679,,,,18256.321,17.568,18868.767,,12448.780,1629.917,66.651,5.564,5.871,21.748,17.974,17.699,,2.551,5.974,0.152,1.398,0.304,0.584,0.779,27.41,43.30,29.29,278.949,0.621,45.877,11.025,139.852,0.153,,,,
365955121350601,T365955121350601,CA_UvasMiller,CSQA,UVAS C A MILLER AVE A GILROY CA,18.363,0.52,4.74,7.75,16.17,0.09,0.04,8.63,36.08,15.93,2.84,5.71,0.33,0.70,0.26,0.21,18367050.03,35.02,6.07,6.98,7.28,2.45,0.53,0.69,4.53,5.34,0.53,9.22,0.00,0.12,28.51,6.30,0.02,0.00,1.16,40.40,0.00,0.20,0.00,18345600,3.67,23.41,23.29,51.92,6.30,7.48,59.40,40.60,Urban_low,Mixed,Mixed,0.829,1967,0.00,0.00,1.03,10.39,2.66,0.00,0.27,0.00,85.64,18390000,5.446,5.446,8.061,8.061,1.000,1.000,30.320,1.102,7.306,272.615,9.179,21.600,144.500,69.38,15.19,0.00,0.00,0.014,1.439,18.555,53502.580,3076.510,10116.326,,,,5420.627,75.799,2957.660,,5487.537,460.383,83.696,22.104,71.507,34.464,54.795,187.660,,3.416,5.956,0.142,1.444,0.297,0.540,1.372,29.32,43.58,27.10,540.474,0.509,38.947,0.000,192.430,0.243,,,,
370512121361901,T370512121361901,CA_LlagasMartin,CSQA,LLAGAS C A SAN MARTIN AVE A SAN MARTIN CA,9.612,1.60,8.86,12.65,25.58,0.00,0.00,0.00,9.42,32.16,4.64,3.75,0.59,0.05,0.41,0.29,9625849.73,9.38,12.79,13.24,13.35,2.43,0.82,1.57,2.96,0.00,12.58,21.00,0.00,0.94,10.86,3.74,0.49,0.00,0.82,41.52,0.00,0.26,0.00,9615600,4.83,42.31,41.37,53.16,3.74,5.05,58.22,41.78,Urban_med,Mixed,Mixed,,1975,2.91,0.00,1.87,27.10,9.97,0.00,0.00,13.40,44.76,9630000,,,,,,,34.844,1.000,8.000,388.312,9.571,21.600,144.500,28.87,45.33,22.63,0.00,0.014,1.457,19.134,20452.996,2676.149,3867.275,,,,2072.200,65.935,1130.656,,4721.894,340.058,77.628,116.882,134.278,286.846,318.237,352.391,,6.114,5.950,0.138,1.463,0.296,0.490,1.401,30.10,43.14,26.76,534.421,0.191,42.171,0.000,124.692,0.101,,,,
371554121474101,T371554121474101,CA_CoyoteCoyote,CSQA,COYOTE C A COYOTE RD NR SAN JOSE CA,9.691,3.83,13.28,11.99,21.85,0.00,0.00,0.00,2.04,40.04,4.35,0.00,0.00,1.11,0.20,1.31,9688846.13,4.64,15.02,17.35,17.71,6.10,9.14,4.09,1.15,12.49,2.57,12.27,0.00,4.83,33.53,0.00,0.04,0.00,0.00,12.38,0.00,1.38,0.04,9684000,19.33,52.64,47.81,86.17,0.00,0.04,86.21,13.79,Urban_med,Urban_med,Urban,,1984,0.00,0.10,0.00,3.52,0.00,65.77,0.00,0.00,30.61,9670000,10.318,0.000,9.164,9.164,0.000,1.000,36.784,1.000,11.732,208.569,8.319,69.600,389.900,39.24,0.00,16.79,0.00,0.026,1.105,11.803,0.000,2677.742,0.000,,,,0.000,65.974,0.000,,1456.619,6.807,124.579,139.668,120.756,67.113,356.677,353.851,,4.657,5.379,0.156,1.385,0.281,0.993,0.485,26.70,39.88,33.42,433.151,0.358,33.553,-9999.000,134.070,0.155,1,3,,0.000
371620122005801,T371620122005801,CA_Saratoga,CSQA,SARATOGA C A BRAEMAR DR A SARATOGA CA,7.649,0.67,4.88,13.99,29.53,0.00,0.00,25.06,19.49,2.96,3.42,0.00,0.00,0.00,0.00,0.00,7655862.34,52.24,10.03,10.17,10.18,5.14,0.00,3.25,0.52,2.26,7.63,28.75,0.00,10.65,15.17,0.00,0.00,0.00,0.00,26.63,0.00,0.00,0.00,7639200,8.39,58.20,47.55,73.37,0.00,0.00,73.37,26.63,Urban_med,Urban_med,Urban,,1943,25.00,27.60,3.26,0.00,0.00,0.00,0.00,1.56,42.58,7680000,,,,,,,38.354,0.947,4.353,20.454,7.000,69.600,389.900,53.69,40.22,6.09,0.00,0.018,2.529,25.623,0.000,2204.106,0.000,,,,0.000,54.305,0.000,,2850.459,7.100,120.842,200.067,214.207,450.521,514.696,545.450,,12.004,5.415,0.135,1.405,0.249,0.917,1.882,35.49,40.43,24.09,1145.461,1.359,35.130,0.000,278.699,0.278,,,,
371738121555901,T371738121555901,CA_LosGatos,CSQA,LOS GATOS C A E HAMILTON AVE NR CAMPBELL CA,4.107,29.74,46.24,15.79,3.89,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.22,0.00,3.95,4121764.38,2.53,62.11,62.60,62.86,33.68,7.09,25.11,0.35,7.79,21.70,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,4114800,65.88,96.15,95.71,96.15,0.00,0.00,96.15,3.85,Urban_high,Urban_high,Urban,,1937,48.79,10.68,1.46,0.00,0.00,0.00,0.00,0.00,39.08,4120000,,,,,,,37.469,1.000,12.000,1805.614,10.478,69.600,389.900,0.00,10.80,1.43,0.00,0.016,1.032,11.873,0.000,1597.194,0.000,,,,0.000,39.352,0.000,,1576.173,9.582,77.737,558.242,623.596,949.748,1050.869,1196.152,,28.256,4.800,0.171,1.379,0.320,0.474,0.400,32.07,39.36,28.57,349.467,0.031,45.000,-9999.000,70.115,0.028,1,4,,0.000
371814121525601,T371814121525601,CA_GuadalupeB,CSQA,GUADALUPE R A WILLOW GLEN WAY NR SAN JOSE CA,10.708,14.63,55.34,21.34,7.57,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,10702188.20,2.45,54.90,56.51,56.63,17.85,1.88,10.29,0.47,4.77,61.53,2.02,0.00,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10706400,30.03,100.00,98.82,100.00,0.00,0.00,100.00,0.00,Urban_high,Urban_high,Urban,,1950,21.00,18.45,46.07,0.00,0.00,4.35,0.00,0.00,10.12,10570000,,,,,,,37.141,0.966,12.071,2298.039,10.707,69.600,389.900,0.00,60.00,0.00,0.00,0.011,0.955,10.167,0.000,5315.130,0.000,,,,0.000,130.955,0.000,,1513.111,12.230,68.791,1044.785,1263.020,2207.717,2800.395,3345.268,,16.403,4.800,0.171,1.379,0.320,0.474,0.400,32.07,39.36,28.57,399.325,0.103,45.000,-9999.000,53.659,0.035,0,1,,0.000
372303121542901,T372303121542901,CA_CoyoteChar,CSQA,COYOTE C BL CHARCOT AVE NR SAN JOSE CA,10.182,21.18,53.67,14.25,10.84,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,10182917.88,2.51,58.36,58.57,59.09,21.66,10.87,7.01,0.42,17.81,41.73,0.39,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10170000,39.54,100.00,99.89,100.00,0.00,0.00,100.00,0.00,Urban_high,Urban_high,Urban,0.525,1951,20.24,5.50,40.86,14.15,0.00,0.00,0.00,0.00,19.25,10180000,,,,,,,33.908,0.000,14.691,2157.079,10.068,69.600,389.900,11.93,42.66,43.78,0.00,0.013,0.980,9.140,0.000,4742.200,0.000,,,,0.000,116.839,0.000,,1379.750,11.475,60.160,766.700,903.857,2368.842,2739.997,2948.289,,16.973,4.800,0.171,1.379,0.320,0.474,0.400,32.07,39.36,28.57,246.223,0.016,45.000,-9999.000,30.711,0.014,11,10,,1284.000
372500122081201,T372500122081201,CA_Matadero,CSQA,MATADERO C A JOSINA AVE A PALO ALTO CA,9.787,1.67,10.28,17.29,29.97,0.00,0.00,0.17,5.83,32.60,2.15,0.00,0.00,0.05,0.00,0.00,9803139.59,17.02,15.99,16.04,16.19,9.32,6.89,9.47,1.69,1.33,2.03,25.67,0.00,6.92,0.77,0.00,0.00,0.00,0.00,35.91,0.00,0.00,0.00,9774000,25.67,63.31,56.39,64.09,0.00,0.00,64.09,35.91,Urban_high,Urban_high,Urban,,1956,2.54,7.83,18.41,18.72,0.00,0.00,0.00,0.00,52.49,9830000,,,,,,,23.330,0.118,7.415,1134.710,10.188,69.600,389.900,7.98,80.05,0.00,0.00,0.014,1.473,13.323,0.000,3337.753,0.000,,,,0.000,82.236,0.000,,1673.330,8.402,129.144,83.251,84.288,235.787,228.218,224.565,,16.966,4.462,0.150,1.426,0.320,0.722,0.827,26.81,42.85,30.34,575.129,0.495,36.785,-9999.000,89.148,0.142,1,5,,750.000
372716122080801,T372716122080801,CA_SanFranPalo,CSQA,SAN FRANCISQUITO C DS OF NEWELL RD BR A PALO ALTO,0.669,0.53,7.34,33.51,58.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674061.47,44.08,20.64,20.64,20.64,21.28,0.00,2.13,5.85,23.40,37.77,9.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,676800,23.40,100.00,100.00,100.00,0.00,0.00,100.00,0.00,Urban_high,Urban_high,Urban,,1937,57.97,17.39,0.00,0.00,0.00,0.00,0.00,0.00,24.64,690000,,,,,,,17.299,0.000,13.000,1573.000,10.510,69.197,367.951,0.00,100.00,0.00,0.00,0.107,1.284,10.967,0.000,394.017,0.000,,,,0.000,9.707,0.000,,1685.320,14.501,118.739,900.028,937.629,1980.042,1846.486,2020.834,,148.410,4.406,0.170,1.381,0.304,0.474,0.435,27.37,39.88,32.75,340.590,0.012,41.716,-9999.000,19.384,0.030,,,,
374336122095801,T374336122095801,CA_SanLeandro,CSQA,SAN LEANDRO C A ALVARADO ST A SAN LEANDRO CA,8.346,6.56,24.53,14.48,24.50,0.00,0.00,4.47,11.73,2.15,4.14,0.00,0.00,0.53,0.00,6.91,8331723.71,25.11,27.87,27.98,28.04,9.99,1.16,3.31,0.22,18.47,29.14,6.07,0.00,17.52,0.00,0.00,0.00,0.00,0.00,7.02,0.00,7.02,0.09,8362800,14.46,85.88,68.36,85.88,0.00,0.00,85.88,14.12,Urban_med,Urban_high,Urban,0.230,1935,69.66,3.36,0.00,0.00,0.00,0.00,0.00,0.00,26.98,8340000,11.981,11.981,1519.403,1519.403,1.000,1.000,25.000,0.958,3.589,225.384,9.079,68.100,308.200,15.15,0.00,45.95,0.00,0.014,2.377,16.860,0.000,3425.337,0.000,,,,0.000,84.394,0.000,,2096.389,10.112,67.646,656.726,693.497,1309.313,1501.294,1554.635,,27.348,5.882,0.145,1.456,0.317,1.426,0.989,27.69,42.66,29.65,442.402,0.529,35.040,-9999.000,77.972,0.161,,,,
374708122132801,T374708122132801,CA_Sausal,CSQA,SAUSAL C A OAKLAND CA,7.005,4.65,25.90,16.84,27.40,0.00,0.00,18.20,5.75,0.15,1.05,0.00,0.00,0.08,0.00,0.00,7013299.08,40.50,27.42,28.03,28.13,8.00,0.00,7.95,0.21,11.59,39.90,6.77,0.00,25.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,7020000,15.95,99.95,74.41,99.95,0.00,0.00,99.95,0.05,Urban_med,Urban_high,Urban,0.052,1935,98.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,7060000,28.552,28.552,95.267,95.267,2.000,2.000,28.833,1.170,11.371,177.491,8.950,68.100,308.200,3.67,8.62,79.73,0.00,0.013,2.773,18.957,0.000,3175.543,0.000,,,,0.000,78.240,0.000,,2349.086,11.170,91.835,938.234,1005.195,2201.551,2408.527,2420.918,,29.431,5.684,0.141,1.467,0.329,1.371,0.964,28.98,42.40,28.62,461.723,1.200,35.105,-9999.000,186.072,0.212,,,,
374933122001301,T374933122001301,CA_SanRamonDan,CSQA,SAN RAMON C A LA GONDA WAY A DANVILLE CA,47.839,0.92,8.80,15.78,23.88,0.00,0.00,0.81,18.08,28.72,2.95,0.00,0.00,0.03,0.02,0.00,47834065.52,23.77,12.89,13.16,13.24,5.79,0.41,1.65,0.71,2.47,11.68,25.95,0.00,14.43,6.09,0.00,0.00,0.00,0.00,30.83,0.00,0.00,0.00,47851200,7.85,63.08,48.65,69.17,0.00,0.00,69.17,30.83,Urban_med,Urban_med,Urban,0.467,1965,2.49,19.52,5.85,13.56,4.33,22.98,0.00,0.00,31.28,47860000,2.090,2.090,1.160,1.160,1.000,1.000,30.084,0.488,9.015,158.044,8.097,130.533,404.495,61.04,34.52,3.31,0.00,0.016,2.888,20.942,0.000,10444.036,0.000,,,,0.000,257.319,0.000,,2312.513,5.379,105.975,197.624,213.336,505.672,552.794,560.569,,6.021,5.723,0.143,1.409,0.294,1.190,0.740,19.83,43.63,36.54,389.692,0.511,41.352,-9999.000,229.718,0.188,,,,
375220122104201,T375220122104201,CA_SanPabloMor,CSQA,SAN PABLO C A MORAGA WAY A ORINDA CA,4.428,0.12,0.98,12.32,49.26,0.00,0.00,2.34,32.34,2.09,0.45,0.00,0.00,0.10,0.00,0.00,4425047.04,53.29,7.66,7.82,7.87,1.30,0.08,1.46,0.08,1.14,0.00,60.44,0.00,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4431600,2.84,100.00,64.50,100.00,0.00,0.00,100.00,0.00,Urban_med,Urban_med,Urban,,1939,57.37,42.40,0.00,0.00,0.00,0.00,0.00,0.00,0.23,4410000,,,,,,,29.369,1.097,3.000,217.049,9.394,254.240,848.240,0.00,55.73,44.27,0.00,0.006,3.358,23.573,0.000,1250.317,0.000,,,,0.000,30.805,0.000,,2639.647,6.957,103.974,250.679,252.315,637.264,696.562,685.796,,7.708,6.000,0.140,1.465,0.309,1.813,1.273,25.82,45.94,28.24,512.106,1.165,25.319,-9999.000,233.940,0.200,,,,
375257122050001,T375257122050001,CA_LasTrampas,CSQA,LAS TRAMPAS C A LAFAYETTE CA,13.855,0.10,1.67,9.37,24.47,0.00,0.00,1.57,26.16,34.78,0.56,0.00,0.00,1.27,0.00,0.05,13870007.11,35.27,5.54,5.57,5.59,4.37,0.18,0.00,0.73,1.27,0.60,26.63,0.00,48.11,0.23,0.00,0.00,0.00,0.00,17.87,0.00,0.00,0.00,13842000,4.55,81.90,33.78,82.13,0.00,0.00,82.13,17.87,Urban_med,Urban_med,Urban,,1954,7.18,30.03,12.79,10.49,12.79,0.00,0.00,0.00,26.72,13920000,,,,,,,31.382,1.905,4.130,533.977,10.020,126.576,398.391,50.98,0.61,47.25,0.00,0.016,3.179,22.208,0.000,2209.136,0.000,,,,0.000,54.428,0.000,,2380.239,3.929,118.951,151.965,133.921,418.095,436.778,388.753,,4.318,5.778,0.141,1.444,0.304,1.453,0.980,22.86,44.45,32.69,439.686,0.690,35.262,-9999.000,207.525,0.227,,,,
375312122113501,T375312122113501,CA_SanPabloOr,CSQA,SAN PABLO C A ORINDA CA,20.865,0.58,3.44,8.16,27.77,0.30,0.00,3.98,39.01,15.11,1.61,0.00,0.00,0.02,0.00,0.02,20857207.68,45.71,6.23,6.34,7.09,2.48,0.02,4.97,0.24,1.91,0.00,28.98,0.00,39.93,5.36,0.00,0.00,0.26,0.00,15.82,0.00,0.03,0.00,20872800,7.47,78.53,38.60,83.89,0.00,0.00,83.89,15.85,Urban_med,Urban_med,Urban,0.017,1941,26.71,34.23,0.00,0.00,0.00,0.38,0.00,0.00,38.68,20890000,,,,,,,28.298,1.020,3.000,121.027,8.879,271.122,897.218,0.00,71.89,20.85,0.00,0.009,3.221,22.159,0.000,3698.451,0.000,,,,0.000,91.122,0.000,,2393.120,4.367,119.528,138.642,142.658,330.029,356.450,362.983,,6.076,6.000,0.140,1.465,0.309,1.813,1.273,25.82,45.94,28.24,524.873,1.289,25.319,-9999.000,279.161,0.265,,,,
375413122033301,T375413122033301,CA_Walnut,CSQA,WALNUT C A CIVIC DR A WALNUT CREEK CA,37.339,3.45,11.26,23.13,41.88,0.00,0.00,0.31,7.80,11.95,0.21,0.00,0.00,0.01,0.00,0.00,37322666.41,27.74,20.47,20.74,20.86,9.36,0.22,4.55,0.83,4.92,16.66,43.34,0.00,18.50,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,37288800,14.12,98.38,79.88,98.38,0.00,0.00,98.38,1.62,Urban_high,Urban_high,Urban,0.426,1944,43.92,31.41,7.87,0.00,9.16,0.00,0.00,0.00,7.63,37340000,2.678,0.000,1.982,1.982,0.000,1.000,30.813,1.277,11.206,958.816,9.639,133.000,408.300,45.75,0.58,40.75,0.00,0.014,2.837,20.318,0.000,12832.774,0.000,,,,0.000,316.172,0.000,,2375.458,8.468,90.047,489.083,524.925,954.372,1025.229,1051.586,,9.657,5.712,0.141,1.440,0.305,1.351,0.901,22.53,43.90,33.57,403.676,0.616,37.904,-9999.000,111.210,0.164,,,,
375701121564401,T375701121564401,CA_MtDiablo,CSQA,MT DIABLO C A CLAYTON CA,22.044,0.80,8.97,10.66,10.06,0.01,0.00,0.31,20.36,39.32,9.37,0.11,0.00,0.00,0.00,0.02,22026240.85,15.70,9.97,10.50,10.57,1.98,1.40,1.09,1.16,2.01,5.42,14.60,0.05,8.88,5.44,0.18,0.15,0.00,0.02,57.58,0.00,0.05,0.00,22050000,4.47,36.54,27.66,42.02,0.18,0.34,42.37,57.63,Urban_med,Urban_med,Urban,0.502,1967,4.25,4.07,2.53,5.34,10.81,9.77,0.00,0.00,63.23,22110000,,,,,,,31.000,0.284,7.942,41.950,7.514,133.000,408.300,49.06,48.95,0.00,0.00,0.016,2.627,19.097,84.781,2932.001,150.728,,,,8.590,72.238,43.774,,2053.421,5.652,89.405,131.572,141.330,259.074,361.065,373.944,,6.901,5.959,0.148,1.406,0.295,1.047,0.987,20.97,44.13,34.90,331.602,0.568,37.442,0.000,253.580,0.258,,,,
375746122195501,T375746122195501,CA_SanPabloPort,CSQA,SAN PABLO C A EL PORTAL DR A SAN PABLO CA,12.811,2.35,22.44,21.18,26.04,0.00,0.04,1.24,18.43,7.90,0.28,0.00,0.00,0.11,0.00,0.00,12799968.28,28.09,24.18,24.56,24.74,9.17,0.03,3.18,1.58,2.48,38.44,15.95,0.00,24.17,1.18,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.06,12794400,12.38,94.99,70.82,96.17,0.00,0.00,96.17,3.83,Urban_med,Urban_med,Urban,,1961,48.86,6.68,0.00,12.25,0.00,0.00,0.00,29.69,2.51,12730000,15.612,7.806,25.900,25.900,1.000,2.000,23.705,1.000,6.317,144.176,8.560,275.700,910.500,0.00,57.27,40.76,0.00,0.012,2.725,17.510,0.000,4011.635,0.000,,,,0.000,98.838,0.000,,2064.143,7.715,54.267,474.227,552.108,1059.546,1235.854,1392.700,,13.225,5.762,0.141,1.443,0.304,1.429,0.961,22.79,44.32,32.90,460.754,0.741,35.899,-9999.000,90.029,0.172,,,,
375807122124001,T375807122124001,CA_Pinole,CSQA,PINOLE C BL ALHAMBRA VALLEY RD NR PINOLE CA,12.534,0.00,0.06,0.45,6.02,0.00,0.00,1.89,29.19,59.25,0.42,0.12,0.16,2.29,0.15,0.00,12513784.64,25.63,0.45,0.45,0.45,0.03,0.00,0.00,0.75,0.09,0.00,0.00,0.00,0.00,0.00,0.17,1.61,0.00,0.17,97.18,0.00,0.00,0.00,12517200,0.03,0.86,0.86,0.86,0.17,1.96,2.82,97.18,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,12570000,,,,,,,27.784,1.000,3.000,56.568,8.196,271.379,895.294,0.00,91.57,8.24,0.00,0.018,2.824,19.553,107.389,368.933,190.922,,,,10.880,9.090,55.447,,2008.495,6.017,99.622,6.401,8.202,14.435,17.580,18.170,,3.585,5.808,0.141,1.446,0.305,1.501,1.019,23.25,44.65,32.10,448.819,0.421,33.939,-9999.000,200.566,0.251,,,,
375808122172601,T375808122172601,CA_Wilkie,CSQA,WILKIE C A SANTA RITA RD NR RICHMOND CA,3.189,1.44,21.17,27.57,32.61,0.00,0.00,0.82,11.89,3.85,0.65,0.00,0.00,0.00,0.00,0.00,3179518.24,24.31,24.80,25.15,25.30,8.06,0.00,0.00,3.29,3.06,13.51,53.46,0.00,18.50,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,3171600,8.06,99.89,81.38,99.89,0.00,0.00,99.89,0.11,Urban_high,Urban_high,Urban,,1956,25.31,5.00,0.00,64.69,0.00,0.00,0.00,0.00,5.00,3200000,31.355,0.000,9.669,9.669,0.000,1.000,24.861,1.000,3.000,71.000,8.470,275.700,910.500,0.00,100.00,0.00,0.00,0.007,2.622,17.415,0.000,1163.557,0.000,,,,0.000,28.668,0.000,,2106.347,8.989,73.118,437.908,455.719,1197.563,1246.908,1245.903,,8.429,6.000,0.140,1.465,0.309,1.813,1.273,25.82,45.94,28.24,470.000,1.082,25.319,-9999.000,118.229,0.209,,,,
375819122035801,T375819122035801,CA_Grayson,CSQA,GRAYSON C A GOLF CLUB RD NR PLEASANT HILL CA,22.740,4.57,20.48,37.48,25.43,0.00,0.00,0.21,4.14,7.37,0.16,0.09,0.00,0.00,0.06,0.00,22758798.97,17.02,31.55,31.78,31.94,15.04,0.08,3.48,0.85,5.49,50.37,13.09,0.00,10.88,0.00,0.11,0.00,0.00,0.00,0.62,0.00,0.00,0.00,22770000,18.59,99.27,88.40,99.27,0.11,0.11,99.38,0.62,Urban_high,Urban_high,Urban,0.171,1944,45.39,25.39,11.30,1.81,1.99,3.05,0.00,0.00,11.08,22650000,,,,,,,29.486,0.909,7.588,121.238,7.980,133.000,408.300,50.98,7.65,14.18,0.00,0.016,2.534,18.020,67.825,8554.777,120.582,,,,6.872,210.771,35.019,,2186.486,11.111,77.681,689.401,710.693,1455.216,1573.385,1610.904,,12.751,5.526,0.141,1.428,0.306,1.064,0.676,21.47,42.38,36.15,386.173,0.262,45.384,12.573,53.049,0.099,,,,
380345122345201,T380345122345201,CA_ArroyoNov,CSQA,ARROYO SAN JOSE A FAIRWAY DR NR NOVATO CA,2.310,0.00,0.00,0.00,1.13,0.00,7.71,49.45,15.97,3.31,22.16,0.00,0.00,0.00,0.00,0.27,2311067.89,60.49,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.34,0.47,0.00,0.00,0.00,0.00,74.88,0.00,0.31,0.00,2322000,0.00,24.34,0.00,24.81,0.00,0.00,24.81,75.19,Undeveloped,Undeveloped,Undeveloped,,1965,0.00,0.00,0.00,34.78,0.87,0.00,0.00,0.00,64.35,2300000,,,,,,,22.013,2.000,4.000,134.000,9.100,291.064,944.379,0.00,93.62,0.00,0.00,0.009,3.648,26.009,0.000,8.272,0.000,,,,0.000,0.204,0.000,,2604.479,0.088,53.299,33.845,18.093,79.000,80.595,42.742,,6.042,5.960,0.132,1.449,0.279,1.492,1.253,28.88,44.79,26.33,1262.563,0.778,25.010,-9999.000,263.037,0.485,,,,
