"SITE_NO","RSQA_STUDY","RSQA_STUDY_DESC","STATION_NM","LAT_VA","LONG_VA","DEC_LAT_VA","DEC_LONG_VA","COORD_METH_DESC","COORD_ACY_DESC","COORD_DATUM_CD","COUNTY_NM","STATE_NM","STATE_ABBREV"
"03504000       ","SESQA","Southeast Stream-Quality Assessment","NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC"," 350739    "," 0833707    ","35.1275","-83.6186111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Macon County","North Carolina","NC"
"01115110       ","NESQA","Northeast Stream-Quality Assessment","HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI"," 415048    "," 0713644    ","41.8467658931852","-71.6117311359322","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Providence County","Rhode Island","RI"
"01101500       ","NESQA","Northeast Stream-Quality Assessment","IPSWICH RIVER AT SOUTH MIDDLETON, MA"," 423413    "," 0710146    ","42.5703719953316","-71.0289418670257","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Essex County","Massachusetts","MA"
"01073319       ","NESQA","Northeast Stream-Quality Assessment","LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH"," 430229    "," 0711206    ","43.0413888888889","-71.2016666666667","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Rockingham County","New Hampshire","NH"
"391110087194401","MSQA","Midwest Stream-Quality Assessment","W FK BUSSERON CR AT ST RT 48 NR WILFRED IN"," 391110.79 "," 0871945.12 ","39.1863305555555","-87.3292","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sullivan County","Indiana","IN"
"0212393300     ","SESQA","Southeast Stream-Quality Assessment","W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC"," 352804    "," 0804725    ","35.4677777777778","-80.7902777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"12119705       ","PNSQA","Pacific Northwest Stream-Quality Assessment","COAL CREEK AT BELLEVUE, WA"," 473407    "," 1221050    ","47.5684329342691","-122.181788893927","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD27     ","King County","Washington","WA"
"05299770       ","MSQA","Midwest Stream-Quality Assessment","FLORIDA CREEK AT 171ST AVE NEAR MARIETTA, MN"," 445408.0  "," 0961833.4  ","44.9022222222222","-96.3092777777778","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Lac qui Parle County","Minnesota","MN"
"05455095       ","MSQA","Midwest Stream-Quality Assessment","Old Mans Creek at Kansas Ave SW near Iowa City, IA"," 413630.2  "," 0913818.4  ","41.6083888888889","-91.6384444444444","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Johnson County","Iowa","IA"
"03340900       ","MSQA","Midwest Stream-Quality Assessment","BIG RACCOON CREEK AT FERNDALE, IN"," 394240.2  "," 0870416.6  ","39.7111666666667","-87.0712777777778","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Parke County","Indiana","IN"
"12070000       ","PNSQA","Pacific Northwest Stream-Quality Assessment","DOGFISH CREEK NEAR POULSBO, WA"," 474511    "," 1223836    ","47.7528724128284","-122.64459333508","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Kitsap County","Washington","WA"
"01209901       ","NESQA","Northeast Stream-Quality Assessment","RIPPOWAM RIVER AT STAMFORD, CT."," 410358.00 "," 0733257.38 ","41.0661111111111","-73.5492722222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Fairfield County","Connecticut","CT"
"383305122311901","CSQA","California Stream-Quality Assessment","RITCHEY C NR DEER PARK CA"," 383305.04 "," 1223119.20 ","38.5514","-122.522","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Napa County","California","CA"
"383109122363301","CSQA","California Stream-Quality Assessment","MARK WEST C A TARWATER RD NR CALISTOGA CA"," 383108.57 "," 1223633.20 ","38.5190472222222","-122.609222222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"02085000       ","SESQA","Southeast Stream-Quality Assessment","ENO RIVER AT HILLSBOROUGH, NC"," 360416    "," 0790544    ","36.0711111111111","-79.0955555555555","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Orange County","North Carolina","NC"
"05471090       ","MSQA","Midwest Stream-Quality Assessment","Unnamed Trib to East Br Indian Cr near Zearing, IA"," 420623.8  "," 0932102.9  ","42.1066111111111","-93.3508055555556","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Story County","Iowa","IA"
"0208524090     ","SESQA","Southeast Stream-Quality Assessment","MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC"," 360859    "," 0785348    ","36.1497222222222","-78.8966666666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Durham County","North Carolina","NC"
"11135250       ","CSQA","California Stream-Quality Assessment","SANTA YNEZ R A 13TH ST BRIDGE A VAFB NR LOMPOC CA"," 344035.82 "," 1203312.20 ","34.6766166666667","-120.553388888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Santa Barbara County","California","CA"
"05451112       ","MSQA","Midwest Stream-Quality Assessment","South Fork Iowa River at H Avenue near Buckeye, IA"," 422610.2  "," 0932048.3  ","42.4361666666667","-93.34675","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Hardin County","Iowa","IA"
"11458500       ","CSQA","California Stream-Quality Assessment","SONOMA C A AGUA CALIENTE CA"," 381924    "," 1222936    ","38.3232470463256","-122.494425756178","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Sonoma County","California","CA"
"381556122280201","CSQA","California Stream-Quality Assessment","SONOMA C A WATMAUGH RD BR NR SONOMA CA"," 381556.87 "," 1222802.63 ","38.2657972222222","-122.467397222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"11465660       ","CSQA","California Stream-Quality Assessment","COPELAND C A ROHNERT PARK CA"," 382036    "," 1224203    ","38.3432477610146","-122.701931747514","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Sonoma County","California","CA"
"381740122395901","CSQA","California Stream-Quality Assessment","LICHAU C A PENNGROVE CA"," 381740.13 "," 1223958.90 ","38.2944805555556","-122.666361111111","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"381519122385601","CSQA","California Stream-Quality Assessment","PETALUMA R NR PETALUMA CA"," 381519.07 "," 1223856.40 ","38.2552972222222","-122.649","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Sonoma County","California","CA"
"11459500       ","CSQA","California Stream-Quality Assessment","NOVATO C A NOVATO CA"," 380628    "," 1223444    ","38.1076977537919","-122.579981487155","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Marin County","California","CA"
"0208758850     ","SESQA","Southeast Stream-Quality Assessment","SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC"," 354137    "," 0784132    ","35.6936111111111","-78.6922222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Wake County","North Carolina","NC"
"390200092341701","MSQA","Midwest Stream-Quality Assessment","Moniteau Creek near Rocheport, MO"," 390159.70 "," 0923416.00 ","39.03325","-92.5711111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Howard County","Missouri","MO"
"02097280       ","SESQA","Southeast Stream-Quality Assessment","THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC"," 355521.5  "," 0785708.7  ","35.9226388888889","-78.9524166666667","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Durham County","North Carolina","NC"
"12155050       ","PNSQA","Pacific Northwest Stream-Quality Assessment","DUBUQUE CREEK BLW PANTHER CREEK NR LK STEVENS, WA"," 475916    "," 1220159    ","47.9875981407047","-122.034296079714","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD27     ","Snohomish County","Washington","WA"
"05483450       ","MSQA","Midwest Stream-Quality Assessment","Middle Raccoon River near Bayard, IA"," 414644.7  "," 0942934.3  ","41.7790833333333","-94.4928611111111","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Guthrie County","Iowa","IA"
"12170000       ","PNSQA","Pacific Northwest Stream-Quality Assessment","CHURCH CREEK NEAR STANWOOD, WA"," 481400    "," 1221930    ","48.2331551349243","-122.326263537069","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Snohomish County","Washington","WA"
"12125500       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BEAR CREEK AT WOODINVILLE, WA"," 474525    "," 1220950    ","47.7567651072575","-122.16512500673","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"375807122124001","CSQA","California Stream-Quality Assessment","PINOLE C BL ALHAMBRA VALLEY RD NR PINOLE CA"," 375807.15 "," 1221239.59 ","37.9686527777778","-122.210997222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Contra Costa County","California","CA"
"391504093003301","MSQA","Midwest Stream-Quality Assessment","Bear Creek nr Gilliam, MO"," 391504.1  "," 0930033.4  ","39.2511388888889","-93.0092777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Saline County","Missouri","MO"
"12200017       ","PNSQA","Pacific Northwest Stream-Quality Assessment","EF NOOKACHAMPS CREEK AT HWY 9 NR CLEAR LAKE, WA"," 482645.24 "," 1221509.00 ","48.4459","-122.2525","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Skagit County","Washington","WA"
"01195490       ","NESQA","Northeast Stream-Quality Assessment","QUINNIPIAC RIVER AT SOUTHINGTON, CT"," 413612.50 "," 0725259.52 ","41.6034722222222","-72.8832","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Hartford County","Connecticut","CT"
"373514086371200","MSQA","Midwest Stream-Quality Assessment","POND RUN AT HIGHWAY 110 NEAR FALLS OF ROUGH, KY"," 373506.04 "," 0863707.43 ","37.5850111111111","-86.6187305555555","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Ohio County","Kentucky","KY"
"380345122345201","CSQA","California Stream-Quality Assessment","ARROYO SAN JOSE A FAIRWAY DR NR NOVATO CA"," 380344.63 "," 1223451.60 ","38.0623972222222","-122.581","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Marin County","California","CA"
"06897937       ","MSQA","Midwest Stream-Quality Assessment","Long Creek at 137th Street near Van Wert, IA"," 405017.3  "," 0935125.8  ","40.8381388888889","-93.8571666666667","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Decatur County","Iowa","IA"
"01105583       ","NESQA","Northeast Stream-Quality Assessment","MONATIQUOT RIVER AT EAST BRAINTREE, MA"," 421315    "," 0705843    ","42.2209330800034","-70.9781025969249","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Norfolk County","Massachusetts","MA"
"01123000       ","NESQA","Northeast Stream-Quality Assessment","LITTLE RIVER NEAR HANOVER, CT"," 414018    "," 0720310    ","41.6717651340863","-72.0522980730556","Interpolated from map","Unknown","NAD27     ","Windham County","Connecticut","CT"
"01114000       ","NESQA","Northeast Stream-Quality Assessment","MOSHASSUCK RIVER AT PROVIDENCE, RI"," 415002    "," 0712440    ","41.8339890034243","-71.410612084192","Interpolated from map","Unknown","NAD27     ","Providence County","Rhode Island","RI"
"03508050       ","SESQA","Southeast Stream-Quality Assessment","TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC"," 351716    "," 0830838    ","35.2877777777778","-83.1438888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Jackson County","North Carolina","NC"
"0351706800     ","SESQA","Southeast Stream-Quality Assessment","CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC"," 352618    "," 0835508    ","35.4383333333333","-83.9188888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Graham County","North Carolina","NC"
"12204010       ","PNSQA","Pacific Northwest Stream-Quality Assessment","SQUALICUM CREEK NEAR MOUTH AT BELLINGHAM, WA"," 484557.6  "," 1222958.8  ","48.766","-122.499666666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Whatcom County","Washington","WA"
"12212001       ","PNSQA","Pacific Northwest Stream-Quality Assessment","FISHTRAP CREEK AT AARON RD NR LYNDEN, WA"," 485745.29 "," 1222602.76 ","48.9625805555556","-122.4341","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Whatcom County","Washington","WA"
"12212895       ","PNSQA","Pacific Northwest Stream-Quality Assessment","TENMILE CREEK ABOVE FOURMILE CREEK NR FERNDALE, WA"," 485200    "," 1222856    ","48.8665010329287","-122.483499691751","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Whatcom County","Washington","WA"
"01097270       ","NESQA","Northeast Stream-Quality Assessment","FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA"," 422734    "," 0712634    ","42.4594444444445","-71.4427777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Middlesex County","Massachusetts","MA"
"05320410       ","MSQA","Midwest Stream-Quality Assessment","MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN"," 435426.4  "," 0940227.4  ","43.9073333333333","-94.0409444444444","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Blue Earth County","Minnesota","MN"
"01103280       ","NESQA","Northeast Stream-Quality Assessment","CHARLES RIVER AT MEDWAY, MA"," 420823    "," 0712324    ","42.1398197254962","-71.3895031541128","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Norfolk County","Massachusetts","MA"
"01391000       ","NESQA","Northeast Stream-Quality Assessment","Hohokus Brook at Ho-Ho-Kus NJ"," 405952    "," 0740643    ","40.9977777777778","-74.1119444444444","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Bergen County","New Jersey","NJ"
"03384450       ","MSQA","Midwest Stream-Quality Assessment","LUSK CREEK NEAR EDDYVILLE, IL"," 372821.3  "," 0883251.7  ","37.4725833333333","-88.5476944444444","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Pope County","Illinois","IL"
"02096846       ","SESQA","Southeast Stream-Quality Assessment","CANE CREEK NEAR ORANGE GROVE, NC"," 355914    "," 0791222    ","35.9872222222222","-79.2061111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Orange County","North Carolina","NC"
"12212450       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BERTRAND CREEK AT WEST BADGER ROAD NEAR LYNDEN, WA"," 485750    "," 1223026    ","48.9637259429917","-122.508498265306","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Whatcom County","Washington","WA"
"05599100       ","MSQA","Midwest Stream-Quality Assessment","GALUM CREEK NEAR PYATTS, IL"," 375640    "," 0892247    ","37.9444444444444","-89.3797222222222","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Jackson County","Illinois","IL"
"352127120484501","CSQA","California Stream-Quality Assessment","CHORRO C A CHORRO C RD NR MORRO BAY CA"," 352127.03 "," 1204844.87 ","35.3575083333333","-120.812463888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","San Luis Obispo County","California","CA"
"03383782       ","MSQA","Midwest Stream-Quality Assessment","RICHLAND CREEK AT CARBONDALE RD NEAR RICHLAND, KY"," 371558.82 "," 0873604.18 ","37.2663388888889","-87.6011611111111","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Hopkins County","Kentucky","KY"
"11128500       ","CSQA","California Stream-Quality Assessment","SANTA YNEZ R A SOLVANG CA"," 343506    "," 1200837    ","34.5849870625316","-120.144592644537","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Santa Barbara County","California","CA"
"02102192       ","SESQA","Southeast Stream-Quality Assessment","BUCKHORN CREEK NR CORINTH, NC"," 353335    "," 0785825    ","35.5597222222222","-78.9736111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Chatham County","North Carolina","NC"
"0208524975     ","SESQA","Southeast Stream-Quality Assessment","LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC"," 360648    "," 0785135    ","36.1133333333333","-78.8597222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Durham County","North Carolina","NC"
"02086500       ","SESQA","Southeast Stream-Quality Assessment","FLAT RIVER AT DAM NEAR BAHAMA, NC"," 360855    "," 0784944    ","36.1486111111111","-78.8288888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Durham County","North Carolina","NC"
"413758073552401","NESQA","Northeast Stream-Quality Assessment","CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY"," 413758.67 "," 0735524.95 ","41.6329638888889","-73.9235972222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Dutchess County","New York","NY"
"03336645       ","MSQA","Midwest Stream-Quality Assessment","MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL"," 400813    "," 0874445    ","40.1369806118945","-87.7458577931864","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Vermilion County","Illinois","IL"
"04229700       ","NESQA","Northeast Stream-Quality Assessment","SPRING BROOK AT MORAN CORNER NY"," 425736    "," 0773711    ","42.9600631364909","-77.619443712737","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Monroe County","New York","NY"
"01100600       ","NESQA","Northeast Stream-Quality Assessment","SHAWSHEEN RIVER NEAR WILMINGTON, MA"," 423405    "," 0711255    ","42.5681488005909","-71.2147792329115","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Middlesex County","Massachusetts","MA"
"0212430653     ","SESQA","Southeast Stream-Quality Assessment","MCKEE CREEK AT SR2804 NR WILGROVE, NC"," 351514    "," 0803853    ","35.2538888888889","-80.6480555555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"404917088222701","MSQA","Midwest Stream-Quality Assessment","NORTH FORK VERMILION RIVER NEAR WING"," 404917    "," 0882227    ","40.8213888888889","-88.3741666666667","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Livingston County","Illinois","IL"
"02146700       ","SESQA","Southeast Stream-Quality Assessment","MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC"," 350827    "," 0804912    ","35.1408333333333","-80.82","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"01199050       ","NESQA","Northeast Stream-Quality Assessment","SALMON CREEK AT LIME ROCK, CT"," 415632    "," 0732329    ","41.9423154799212","-73.3909532097261","Interpolated from map","Unknown","NAD27     ","Litchfield County","Connecticut","CT"
"02077670       ","SESQA","Southeast Stream-Quality Assessment","MAYO CR NR BETHEL HILL, NC"," 363227    "," 0785219    ","36.5408333333333","-78.8719444444444","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Person County","North Carolina","NC"
"11141280       ","CSQA","California Stream-Quality Assessment","LOPEZ C NR ARROYO GRANDE CA"," 351408    "," 1202817    ","35.2355303548372","-120.472385712549","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","San Luis Obispo County","California","CA"
"0214265808     ","SESQA","Southeast Stream-Quality Assessment","TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE, NC"," 352413    "," 0805258    ","35.4036111111111","-80.8827777777778","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"05457520       ","MSQA","Midwest Stream-Quality Assessment","Cedar River at Lancer Avenue at Osage, IA"," 431513.4  "," 0924843.3  ","43.2537222222222","-92.8120277777778","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Mitchell County","Iowa","IA"
"401143096134301","MSQA","Midwest Stream-Quality Assessment","Turkey Creek near Steinauer, Nebr."," 401121.98 "," 0961326.33 ","40.1894388888889","-96.2239805555556","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Pawnee County","Nebraska","NE"
"02187660       ","SESQA","Southeast Stream-Quality Assessment","COLDWATER CREEK (CR 60) NEAR NUBERG, GA"," 341449    "," 0825612    ","34.2470508519944","-82.9365301173105","Interpolated from map","Unknown","NAD27     ","Hart County","Georgia","GA"
"03353200       ","MSQA","Midwest Stream-Quality Assessment","EAGLE CREEK AT ZIONSVILLE, IN"," 395647    "," 0861537    ","39.946428968552","-86.2602702228777","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Boone County","Indiana","IN"
"02138520       ","SESQA","Southeast Stream-Quality Assessment","CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC"," 354425.3  "," 0815004.8  ","35.7403611111111","-81.8346666666667","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Burke County","North Carolina","NC"
"02137727       ","SESQA","Southeast Stream-Quality Assessment","CATAWBA R NR PLEASANT GARDENS, NC"," 354109    "," 0820337    ","35.6858333333333","-82.0602777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","McDowell County","North Carolina","NC"
"01342730       ","NESQA","Northeast Stream-Quality Assessment","STEELE CREEK AT ILION NY"," 430023.7  "," 0750230.0  ","43.0065833333333","-75.0416666666667","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Herkimer County","New York","NY"
"01390500       ","NESQA","Northeast Stream-Quality Assessment","Saddle River at Ridgewood NJ"," 405906    "," 0740526    ","40.985","-74.0905555555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Bergen County","New Jersey","NJ"
"02336410       ","SESQA","Southeast Stream-Quality Assessment","NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA"," 335018    "," 0842622    ","33.8384378711962","-84.4393734203926","Interpolated from map","Unknown","NAD27     ","Fulton County","Georgia","GA"
"413012096210001","MSQA","Midwest Stream-Quality Assessment","Bell Creek near Arlington, Nebr."," 412935.23 "," 0962052.94 ","41.4931194444444","-96.3480388888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Washington County","Nebraska","NE"
"010965852      ","NESQA","Northeast Stream-Quality Assessment","BEAVER BROOK AT NORTH PELHAM, NH"," 424658    "," 0712115    ","42.7828663646651","-71.3536744801471","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Rockingham County","New Hampshire","NH"
"01105600       ","NESQA","Northeast Stream-Quality Assessment","OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA"," 421125    "," 0705643    ","42.1903779140786","-70.9447679058935","Interpolated from map","Unknown","NAD27     ","Norfolk County","Massachusetts","MA"
"01362497       ","NESQA","Northeast Stream-Quality Assessment","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY"," 420110    "," 0741559    ","42.0194444444444","-74.2663888888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Ulster County","New York","NY"
"14211902       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BURNT BRIDGE CREEK NEAR MOUTH AT VANCOUVER, WA"," 453941    "," 1224004    ","45.6612277830342","-122.668986568408","Interpolated from map","Accurate to +/- 3 seconds (Standard Positioning Service (SPS GPS))","NAD27     ","Clark County","Washington","WA"
"05572000       ","MSQA","Midwest Stream-Quality Assessment","SANGAMON RIVER AT MONTICELLO, IL"," 400151    "," 0883520    ","40.030867352468","-88.5889541917066","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Piatt County","Illinois","IL"
"365718121444301","CSQA","California Stream-Quality Assessment","UNNAMED TRIB A PAULSEN RD NR FREEDOM CA"," 365717.99 "," 1214443.08 ","36.9549972222222","-121.7453","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Santa Cruz County","California","CA"
"02097464       ","SESQA","Southeast Stream-Quality Assessment","MORGAN CREEK NEAR WHITE CROSS, NC"," 355525    "," 0790654    ","35.9236111111111","-79.115","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Orange County","North Carolina","NC"
"05554300       ","MSQA","Midwest Stream-Quality Assessment","INDIAN CREEK NEAR FAIRBURY, IL"," 404322    "," 0883148    ","40.7227777777778","-88.53","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Livingston County","Illinois","IL"
"394253085111101","MSQA","Midwest Stream-Quality Assessment","LICK CR AT N CORD 250W NEAR HARRISBURG, IN"," 394251.66 "," 0851106.54 ","39.71435","-85.18515","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Fayette County","Indiana","IN"
"01121330       ","NESQA","Northeast Stream-Quality Assessment","FENTON RIVER AT MANSFIELD, CT"," 414959.50 "," 0721434.01 ","41.8331944444444","-72.2427805555556","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Tolland County","Connecticut","CT"
"01102345       ","NESQA","Northeast Stream-Quality Assessment","SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA"," 422810    "," 0710027    ","42.4695404399052","-71.0069953655532","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Essex County","Massachusetts","MA"
"352934120395501","CSQA","California Stream-Quality Assessment","ATASCADERO C A W MALL BR A ATASCADERO CA"," 352934.38 "," 1203954.59 ","35.4928833333333","-120.665163888889","Interpolated from map","Accurate to +/- 1 second","NAD83     ","San Luis Obispo County","California","CA"
"431542077382401","NESQA","Northeast Stream-Quality Assessment","SLATER CR AT HOJACK INDUSTRIAL PK AT MOUNT READ NY"," 431542.10 "," 0773824.12 ","43.2616944444444","-77.6400333333333","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Monroe County","New York","NY"
"0214657975     ","SESQA","Southeast Stream-Quality Assessment","IRVINS CREEK AT SR3168 NR CHARLOTTE, NC"," 350931    "," 0804248    ","35.1586111111111","-80.7133333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"01117800       ","NESQA","Northeast Stream-Quality Assessment","WOOD RIVER NEAR ARCADIA, RI"," 413426    "," 0714316    ","41.5739884103484","-71.7206231829513","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Washington County","Rhode Island","RI"
